scope_name,dimension,group_value,lifecycle_stage_auto,row_count,sample_size,percent,small_sample_flag
consumer_topic,entity_name_canonical,NueGo,pre_adoption,2,38,5.2631578947368425,False
consumer_topic,entity_name_canonical,Olectra Greentech,general_unspecified,4,7,57.142857142857146,True
consumer_topic,entity_name_canonical,Olectra Greentech,post_use,3,7,42.857142857142854,True
consumer_topic,entity_name_canonical,PMI Electro,general_unspecified,6,6,100.0,True
consumer_topic,entity_name_canonical,Switch Mobility,general_unspecified,5,7,71.42857142857143,True
consumer_topic,entity_name_canonical,Switch Mobility,post_use,2,7,28.571428571428573,True
consumer_topic,entity_name_canonical,Tata Motors,general_unspecified,8,10,80.0,True
consumer_topic,entity_name_canonical,Tata Motors,post_use,1,10,10.0,True
consumer_topic,entity_name_canonical,Tata Motors,pre_adoption,1,10,10.0,True
industry_topic,entity_name_canonical,EKA Mobility,general_unspecified,8,8,100.0,True
industry_topic,entity_name_canonical,General/Industry,general_unspecified,308,349,88.25214899713467,False
industry_topic,entity_name_canonical,General/Industry,post_use,14,349,4.011461318051576,False
industry_topic,entity_name_canonical,General/Industry,pre_adoption,14,349,4.011461318051576,False
industry_topic,entity_name_canonical,General/Industry,procurement,13,349,3.7249283667621778,False
industry_topic,entity_name_canonical,JBM Auto,general_unspecified,10,11,90.9090909090909,True
industry_topic,entity_name_canonical,JBM Auto,post_use,1,11,9.090909090909092,True
industry_topic,entity_name_canonical,NueGo,general_unspecified,14,38,36.8421052631579,False
industry_topic,entity_name_canonical,NueGo,post_use,22,38,57.89473684210526,False
industry_topic,entity_name_canonical,NueGo,pre_adoption,2,38,5.2631578947368425,False
industry_topic,entity_name_canonical,Olectra Greentech,general_unspecified,5,9,55.55555555555556,True
industry_topic,entity_name_canonical,Olectra Greentech,post_use,4,9,44.44444444444444,True
industry_topic,entity_name_canonical,PMI Electro,general_unspecified,8,8,100.0,True
industry_topic,entity_name_canonical,Switch Mobility,general_unspecified,5,8,62.5,True
industry_topic,entity_name_canonical,Switch Mobility,post_use,2,8,25.0,True
